corridor_period,tmc_code,minute,mean_tt,p95_tt,days,start_latitude,length_mi,distance_end_mi,distance_start_mi,t0_min,tti,pti95,gamma95
I-95 NB AM,110+04148,440,2.2456521739130433,2.098,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.3542263737096434,1.2651856618970982,0.9342497579864473
I-95 NB AM,110+04148,445,2.1339130434782607,1.86,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.2868427961601026,1.121661263645664,0.8716381418092911
I-95 NB AM,110+04148,450,1.9234782608695653,1.838,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1599414283236134,1.1083943024627583,0.9555605786618445
I-95 NB AM,110+04148,455,2.0482608695652176,2.001,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.2351907931357464,1.2066904239542868,0.9769263426024197
I-95 NB AM,110+04148,460,2.0095652173913043,1.9509999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.2118556242567224,1.1765382394476829,0.9708567719601903
I-95 NB AM,110+04148,465,1.8430434782608696,1.828,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.111435740204294,1.1023638655614376,0.9918376975701817
I-95 NB AM,110+04148,470,1.817391304347826,1.869,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0959663585878625,1.1270886568568528,1.028397129186603
I-95 NB AM,110+04148,475,1.815217391304348,1.8619999999999999,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.094655394044097,1.1228673510259282,1.0257724550898202
I-95 NB AM,110+04148,480,1.8204347826086955,1.9859999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0978017089491339,1.1976447686023055,1.090948172916169
I-95 NB AM,110+04148,485,1.8295652173913042,1.908,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1033077600329484,1.1506073607720038,1.0428707224334601
I-95 NB AM,110+04148,490,1.8456521739130436,2.2539999999999996,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1130088976568124,1.3592604775577022,1.2212485276796228
I-95 NB AM,110+04148,495,1.835217391304348,2.0079999999999996,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1067162678467386,1.2109117297852112,1.0941483060886044
I-95 NB AM,110+04148,500,1.8347826086956522,2.2919999999999994,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1064540749379856,1.382176137782721,1.2491943127962082
I-95 NB AM,110+04148,505,1.8530434782608693,2.4539999999999993,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1174661771056147,1.4798692155841175,1.3243078366963865
I-95 NB AM,110+04148,510,1.8656521739130434,2.6049999999999986,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.125069771459454,1.5709288127940608,1.3962945700302953
I-95 NB AM,110+04148,515,1.8834782608695653,2.8229999999999986,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1358196807183303,1.7023923372428538,1.4988227146814397
I-95 NB AM,110+04148,520,1.9030434782608696,2.822999999999999,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1476183616122186,1.702392337242854,1.4834132967786149
I-95 NB AM,110+04148,525,1.9004347826086956,2.7189999999999985,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1460452041597002,1.6396757934691175,1.4307252345001136
I-95 NB AM,110+04148,530,1.9200000000000002,2.4029999999999996,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1578438850535888,1.4491139873873817,1.2515624999999997
I-95 NB AM,110+04148,535,1.8795652173913042,1.9129999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1334599445395523,1.153622579222664,1.0177885727504048
I-95 NB AM,110+04148,540,1.9030434782608694,1.894,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1476183616122186,1.1421647491101545,0.9952478866803747
I-95 NB AM,110+04148,545,1.9021739130434783,1.928,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1470939757947125,1.1626682345746453,1.0135771428571427
I-95 NB AM,110+04148,550,1.8247826086956522,2.1689999999999996,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.1004236380366648,1.3080017638964756,1.1886347390993564
I-95 NB AM,110+04148,555,1.791304347826087,1.84,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0802347840626778,1.1096003898430224,1.0271844660194174
I-95 NB AM,110+04148,560,1.8321739130434782,1.8989999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.104880917485467,1.145179967560815,1.0364736592311343
I-95 NB AM,110+04148,565,1.8256521739130436,1.924,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.100948023854171,1.160256059814117,1.0538699690402475
I-95 NB AM,110+04148,570,1.808695652173913,1.916,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.090722500412801,1.1554317102930602,1.059326923076923
I-95 NB AM,110+04148,575,1.8021739130434784,1.9289999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0867896067815048,1.1632712782647772,1.0703739445114595
I-95 NB AM,110+04148,580,1.7773913043478262,1.88,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0718446109825794,1.1337221374483055,1.057729941291585
I-95 NB AM,110+04148,585,1.7799999999999998,1.859,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0734177684350976,1.121058219955532,1.0443820224719103
I-95 NB AM,110+04148,590,1.7921739130434782,1.8949999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.080759169880184,1.1427677928002866,1.0573750606501697
I-95 NB AM,110+04148,595,1.7782608695652173,1.846,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0723689968000856,1.113218651983815,1.0380929095354523
I-95 NB AM,110+04148,600,1.7682608695652176,1.8749999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.066338559898765,1.130706918997645,1.0603639045979836
I-95 NB AM,110+04148,605,1.7773913043478262,1.858,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0718446109825794,1.1204551762653998,1.0453522504892367
I-95 NB AM,110+04148,610,1.7595652173913043,1.854,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0610947017237031,1.1180430015048717,1.0536693847294292
I-95 NB AM,110+04148,615,1.7930434782608697,1.99,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0812835556976903,1.200056943362834,1.1098448108632395
I-95 NB AM,110+04148,620,1.8026086956521739,1.9549999999999998,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.0870517996902578,1.1789504142082112,1.0845393150024119
I-95 NB AM,110+04148,625,1.836521739130435,2.432999999999999,23,38.55214,1.9785741666666667,4.706038333333334,2.727464166666667,1.6582546445034223,1.107502846572998,1.4672052980913437,1.324786931818181
