corridor,facility,tmc_code,date_local,observed_15min_bins,minimum_speed_mph,mean_speed_mph,mean_s3_flow_vph_link,expected_15min_bins,complete_day
I-95 NB,GP,110+04157,2025-10-27,96,34.43,60.10777777777778,7490.906930904156,96,True
I-95 NB,GP,110+04157,2025-10-28,96,36.053333333333335,59.28795138888889,7672.054611967695,96,True
I-95 NB,GP,110+04157,2025-10-29,96,33.49,58.983923611111116,7879.655947713322,96,True
I-95 NB,GP,110+04157,2025-10-30,96,32.31666666666667,57.69878472222222,7897.094779886257,96,True
I-95 NB,GP,110+04157,2025-10-31,96,29.919999999999998,57.714166666666664,7734.868257613006,96,True
I-95 NB,GP,110+04158,2025-10-01,96,13.903333333333334,52.73142361111112,8166.954999522089,96,True
I-95 NB,GP,110+04158,2025-10-02,96,38.63333333333333,55.62708333333333,8389.094412460187,96,True
I-95 NB,GP,110+04158,2025-10-03,96,33.843333333333334,55.1721875,8349.634501095945,96,True
I-95 NB,GP,110+04158,2025-10-06,96,36.49666666666667,58.09378472222222,8150.225829299295,96,True
I-95 NB,GP,110+04158,2025-10-07,96,28.703333333333333,57.595,8208.234395264271,96,True
I-95 NB,GP,110+04158,2025-10-08,96,26.963333333333335,53.04131944444445,8303.763373352034,96,True
I-95 NB,GP,110+04158,2025-10-09,96,24.143333333333334,52.95249999999999,8225.835662263822,96,True
I-95 NB,GP,110+04158,2025-10-10,96,16.58666666666667,51.48725694444445,8168.481272613969,96,True
I-95 NB,GP,110+04158,2025-10-13,96,42.38333333333333,56.447847222222215,8362.197909223276,96,True
I-95 NB,GP,110+04158,2025-10-14,96,23.166666666666668,54.81024305555556,8344.566745140959,96,True
I-95 NB,GP,110+04158,2025-10-15,96,26.526666666666667,55.599513888888886,8208.495308113872,96,True
I-95 NB,GP,110+04158,2025-10-16,96,19.0,53.18163194444444,8265.527236699958,96,True
I-95 NB,GP,110+04158,2025-10-17,96,38.28,55.44142361111111,8359.296542750553,96,True
I-95 NB,GP,110+04158,2025-10-20,96,34.093333333333334,56.140347222222225,8336.07176501943,96,True
I-95 NB,GP,110+04158,2025-10-21,96,34.78333333333333,57.339548611111105,8275.902407131025,96,True
I-95 NB,GP,110+04158,2025-10-22,96,33.85666666666666,56.97444444444445,8248.998641381386,96,True
I-95 NB,GP,110+04158,2025-10-23,96,28.683333333333334,53.770624999999995,8336.818793695804,96,True
I-95 NB,GP,110+04158,2025-10-24,96,35.01333333333333,55.66416666666667,8335.315370336464,96,True
I-95 NB,GP,110+04158,2025-10-27,96,44.74333333333333,58.393125,8131.526656520976,96,True
I-95 NB,GP,110+04158,2025-10-28,96,36.36333333333334,57.10934027777778,8243.69201048865,96,True
I-95 NB,GP,110+04158,2025-10-29,96,33.199999999999996,56.41319444444445,8345.867970274958,96,True
I-95 NB,GP,110+04158,2025-10-30,96,37.25,55.07829861111111,8433.34250312662,96,True
I-95 NB,GP,110+04158,2025-10-31,96,33.14666666666667,55.279374999999995,8277.43141018399,96,True
I-95 NB,GP,110P04146,2025-10-01,96,28.49,67.03364583333332,4241.18485549087,96,True
I-95 NB,GP,110P04146,2025-10-02,96,20.7,62.91204861111111,4221.778047475377,96,True
I-95 NB,GP,110P04146,2025-10-03,96,15.576666666666668,58.32600694444445,4464.687231831297,96,True
I-95 NB,GP,110P04146,2025-10-06,96,49.300000000000004,69.10802083333333,3926.9805915356897,96,True
I-95 NB,GP,110P04146,2025-10-07,96,57.673333333333325,68.96760416666667,3971.2685161845166,96,True
I-95 NB,GP,110P04146,2025-10-08,96,23.123333333333335,62.91527777777778,4358.931367062004,96,True
I-95 NB,GP,110P04146,2025-10-09,96,15.5,57.289513888888884,4571.611504775997,96,True
I-95 NB,GP,110P04146,2025-10-10,96,9.040000000000001,51.031736111111115,4421.991107636936,96,True
I-95 NB,GP,110P04146,2025-10-13,96,12.866666666666665,58.92118055555556,4444.46960156891,96,True
I-95 NB,GP,110P04146,2025-10-14,96,46.78666666666667,68.04267361111111,4297.397102754682,96,True
I-95 NB,GP,110P04146,2025-10-15,96,12.536666666666667,66.60402777777777,4209.994546040519,96,True
I-95 NB,GP,110P04146,2025-10-16,96,10.576666666666666,60.9725,4410.669247184064,96,True
I-95 NB,GP,110P04146,2025-10-17,96,17.996666666666666,59.246388888888895,4548.700957800961,96,True
I-95 NB,GP,110P04146,2025-10-20,96,8.823333333333332,61.34163194444445,4115.309868795987,96,True
I-95 NB,GP,110P04146,2025-10-21,96,26.24666666666667,67.97229166666666,4085.9455152877545,96,True
I-95 NB,GP,110P04146,2025-10-22,96,66.24666666666667,69.65177083333333,3800.6140642888317,96,True
I-95 NB,GP,110P04146,2025-10-23,96,5.6000000000000005,62.54378472222223,4148.52750709588,96,True
I-95 NB,GP,110P04146,2025-10-24,96,9.493333333333334,56.6378125,4591.429192692543,96,True
I-95 NB,GP,110P04146,2025-10-27,96,24.959999999999997,66.94934027777778,4179.381108171456,96,True
I-95 NB,GP,110P04146,2025-10-28,96,56.526666666666664,68.59065972222221,4137.2798552874865,96,True
I-95 NB,GP,110P04146,2025-10-29,96,21.72,66.24652777777779,4421.814205483131,96,True
I-95 NB,GP,110P04146,2025-10-30,96,7.426666666666667,63.66121527777778,4296.49896210517,96,True
I-95 NB,GP,110P04146,2025-10-31,96,25.276666666666667,66.5371875,4115.686312539991,96,True
I-95 NB,GP,110P04147,2025-10-01,96,34.07,67.02527777777779,4247.580746005461,96,True
