mean_dc,mu_ln_dc,sigma_ln_dc,expected_tti,shrp2_tti95,tti_50,gamma_50,delay_dominant_gamma_50,tti_80,gamma_80,delay_dominant_gamma_80,tti_90,gamma_90,delay_dominant_gamma_90,tti_95,gamma_95,delay_dominant_gamma_95,empirical_support,sigma_model,alpha,beta
1.18,0.16480904254523407,0.037560509377250154,1.3730757339292219,2.163585554914295,1.3722499789520497,0.9993986092997149,0.9977866290887494,1.393701444235804,1.0150215387228199,1.0552855852868064,1.4054020551072564,1.0235429993985319,1.086648147381698,1.415326329976914,1.0307707688685073,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.19,0.17324791119109872,0.037560509377250154,1.3786976484669267,2.1785813065204467,1.3778594501076509,0.999392036129018,0.9977866290887494,1.3996341696091579,1.015185723400277,1.0552855852868064,1.4115110981243912,1.0238003232209414,1.086648147381698,1.4215849228577677,1.0311070918547882,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.2,0.18161616086161533,0.037560509377250154,1.3843561703756615,2.1936130835313676,1.3835054476085924,0.9993854740670978,0.9977866290887494,1.4056055262134757,1.015349630602685,1.0552855852868064,1.417659920473437,1.024057212161476,1.086648147381698,1.4278842688717723,1.03144284644919,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.21,0.18991496367631044,0.037560509377250154,1.3900512299846834,2.208680011422797,1.3891879019383377,0.9993789235765396,0.9977866290887494,1.4116154405262253,1.0155132487755718,1.0552855852868064,1.4238484464468089,1.0243136481110109,1.086648147381698,1.4342242904580154,1.0317780089830348,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.22,0.1981454628128259,0.037560509377250154,1.395782758332402,2.2237812262138945,1.3949067442879346,0.999372385108472,0.9977866290887494,1.4176638397732355,1.0156765666506553,1.0552855852868064,1.430076601107523,1.0245696134089615,1.086648147381698,1.44060491084505,1.0321125563738864,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.23,0.20630877345198687,0.037560509377250154,1.4015506871533925,2.238915874396012,1.4006619065430546,0.9993658591027178,0.9977866290887494,1.4237506519149872,1.015839573242038,1.0552855852868064,1.4363443102750817,1.0248250908373187,1.086648147381698,1.4470260540364335,1.0324464661177566,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.24,0.21440598368460623,0.037560509377250154,1.4073549488657453,2.254083112860715,1.406453321271372,0.9993593459879471,0.9977866290887494,1.4298758056332652,1.0160022578423948,1.0552855852868064,1.4426515005117284,1.0250800636146769,1.086648147381698,1.4534876447966472,1.0327797162812995,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.25,0.2224381553818705,0.037560509377250154,1.4131954765587482,2.269282108827088,1.4122809217102728,0.9993528461818301,0.9977866290887494,1.4360392303181595,1.0161646100191586,1.0552855852868064,1.4489980991090614,1.0253345153902527,1.086648147381698,1.459989608637382,1.0331122854939938,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.26,0.23040632503104738,0.037560509377250154,1.4190722039808872,2.284512039768363,1.4181446417548822,0.9993463600911899,0.9977866290887494,1.4422408560554025,1.0163266196107013,1.0552855852868064,1.4553840340749962,1.0255884302379008,1.086648147381698,1.466531871804181,1.03344415294032,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.27,0.23831150453816066,0.037560509377250154,1.424985065528156,2.2997720933378947,1.4240444159464,0.9993398881121556,0.9977866290887494,1.4484806136140318,1.0164882767225125,1.0552855852868064,1.4618092341210602,1.0258417926501255,1.086648147381698,1.4731143612634248,1.0337752983519375,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.28,0.24615468199918655,0.037560509377250154,1.4309339962326626,2.3150614672945076,1.4299801794607323,0.9993334306303145,0.9977866290887494,1.454758434434368,1.0166495717233848,1.0552855852868064,1.4682736286500147,1.0260945875321008,1.086648147381698,1.479737004689648,1.0341057019998638,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.29,0.2539368224412415,0.037560509377250154,1.4369189317515256,2.3303793694272663,1.4359518680974124,0.999326988020866,0.9977866290887494,1.461074250616295,1.0168104952415968,1.0552855852868064,1.474777147743786,1.026346800195689,1.086648147381698,1.4863997304531775,1.0344353446866605,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
1.3,0.2616588685351518,0.037560509377250154,1.4429398083560476,2.3457250174796775,1.4419594182687976,0.9993205606487723,0.9977866290887494,1.4674279949078377,1.0169710381611063,1.0552855852868064,1.4813197221517034,1.0265984163534738,1.086648147381698,1.4931024676080802,1.0347642077386328,1.113249381305801,False,constant,0.27795665535834296,1.7723568133959584
