corridor,facility,tmc_code,date_local,road_order,length_mi,lanes,free_flow_speed_mph,capacity_speed_mph,capacity_vph_link,observed_15min_bins,threshold_multiplier,threshold_basis,threshold_speed_mph,threshold_speed_ratio_to_vf,threshold_speed_ratio_to_vc,episode_identified,duration_h,demand_veh_link,d_over_c_h,episode_start_minute,episode_end_minute,minimum_speed_mph,minimum_speed_minute,touches_data_start,touches_data_end,uncensored_episode,congested_link_mile_hours,qualifying_link_miles
I-95 NB,GP,110P04150,2025-10-22,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04150,2025-10-23,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04150,2025-10-24,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,True,1.4046624738487614,4047.780037774527,0.7101368487323731,527.212897280218,611.4926457111437,10.202222222222224,570.0,False,False,True,0.797844071158675,0.567997
I-95 NB,GP,110P04150,2025-10-27,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04150,2025-10-28,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,True,1.1574236455414375,3887.1722240171975,0.6819600393012627,407.1771627007385,476.62258143322475,14.658888888888889,450.0,False,False,True,0.6574131583965999,0.567997
I-95 NB,GP,110P04150,2025-10-29,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,True,0.9947546098927139,3967.0508464137665,0.6959738327041696,424.32228479036576,484.0075613839286,13.604444444444445,450.0,False,False,True,0.5650176341552318,0.567997
I-95 NB,GP,110P04150,2025-10-30,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,True,1.6490247216053726,6885.962815497282,1.2080636518416283,474.27568036753877,573.2171636638611,13.933333333333337,510.0,False,False,True,0.9366410947976868,0.567997
I-95 NB,GP,110P04150,2025-10-31,660.0,0.567997,3,70.9995,50.204227910854286,5700.0,96,0.5,free_flow_speed,35.49975,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-01,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,2.142671198332919,9273.458096512157,1.6269224730723082,323.8702982662357,452.4305701662108,16.517777777777784,375.0,False,False,True,1.3880781117312215,0.647826
I-95 NB,GP,110+04151,2025-10-02,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.2432500612226722,5643.187248168524,0.9900328505558814,370.4018592610026,444.9968629343629,22.89,405.0,False,False,True,0.8054097141616389,0.647826
I-95 NB,GP,110+04151,2025-10-03,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,2.349282995874292,8259.832275387773,1.4490933816469778,337.3542127161617,478.31119246861925,13.418888888888889,375.0,False,False,True,1.5219266060852592,0.647826
I-95 NB,GP,110+04151,2025-10-06,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.2090076172530806,5136.733443952722,0.9011813059566179,387.4258836944128,459.9663407295976,16.75111111111111,435.0,False,False,True,0.7832265686545942,0.647826
I-95 NB,GP,110+04151,2025-10-07,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.2738783522486992,7157.649730308423,1.255728022861127,329.07454238921,405.507243524132,26.517777777777777,390.0,False,False,True,0.8252515174238658,0.647826
I-95 NB,GP,110+04151,2025-10-08,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.9916698334572667,8520.880550337175,1.494891324620557,321.9444244862768,441.4446144937128,18.605555555555558,345.0,False,False,True,1.2902555015292874,0.647826
I-95 NB,GP,110+04151,2025-10-09,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.9525957902518143,8876.252085128293,1.5572372079172445,326.4181638913234,443.57391130643225,21.47111111111111,345.0,False,False,True,1.2649423204156718,0.647826
I-95 NB,GP,110+04151,2025-10-10,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-13,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-14,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,2.166446501611962,9322.339446314583,1.6354981484762428,323.1503773584906,453.13716745520827,16.883333333333336,375.0,False,False,True,1.4034803713532709,0.647826
I-95 NB,GP,110+04151,2025-10-15,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.525321935502648,6901.3801807930195,1.2107684527707052,338.69278578066917,430.21210191082804,21.265555555555554,390.0,False,False,True,0.9881432081889384,0.647826
I-95 NB,GP,110+04151,2025-10-16,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.841538338789987,8299.182123311715,1.4559968637388974,319.17755087314185,429.6698512005411,23.885555555555555,330.0,False,False,True,1.1929964158649622,0.647826
I-95 NB,GP,110+04151,2025-10-17,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-20,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-21,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.7077261968784236,6211.277257413943,1.0896977644585863,325.98920751430705,428.4527793270125,11.64,375.0,False,False,True,1.1063094312189616,0.647826
I-95 NB,GP,110+04151,2025-10-22,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,2.2628711158255146,9560.22216445317,1.6772319586759945,323.72235091914513,459.494617868676,19.456666666666667,420.0,False,False,True,1.4659467434807798,0.647826
I-95 NB,GP,110+04151,2025-10-23,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.789201456014219,8363.465108375352,1.4672745804167284,337.98715813464236,445.3392454954955,22.487777777777776,375.0,False,False,True,1.1590912224438674,0.647826
I-95 NB,GP,110+04151,2025-10-24,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.6518514697438624,6245.7477955709455,1.0957452272931483,517.3256356063903,616.436723791022,10.392222222222221,555.0,False,False,True,1.0701123302382873,0.647826
I-95 NB,GP,110+04151,2025-10-27,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04151,2025-10-28,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,3.152040618499231,14591.977588910528,2.559996068229917,340.0944847962575,529.2169219062114,14.544444444444444,450.0,False,False,True,2.041973865719883,0.647826
I-95 NB,GP,110+04151,2025-10-29,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,2.528223306583206,10784.797899914076,1.8920698070024695,349.4252926965248,501.1186910915172,13.163333333333332,435.0,False,False,True,1.637848791810572,0.647826
I-95 NB,GP,110+04151,2025-10-30,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,True,1.8019512049826232,7069.119608555764,1.2401964225536428,469.73143971251625,577.8485120114736,16.173333333333336,510.0,False,False,True,1.167350841319073,0.647826
I-95 NB,GP,110+04151,2025-10-31,661.0,0.647826,3,69.99,49.490403615246464,5700.0,96,0.5,free_flow_speed,34.995,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04151,2025-10-01,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,3.444097316530637,14568.91214197681,2.555949498592423,318.25389105058366,524.8997300424219,19.68,405.0,False,False,True,2.8798990705258545,0.836184
I-95 NB,GP,110P04151,2025-10-02,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,4.111005495505503,19728.596220388332,3.461157231647076,324.5561453654553,571.2164750957854,21.63888888888889,390.0,False,False,True,3.4375570192537737,0.836184
I-95 NB,GP,110P04151,2025-10-03,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,4.151936006248322,19786.436609295182,3.4713046682974005,338.19217141893034,587.3083317938297,20.334444444444443,360.0,False,False,True,3.471782457448747,0.836184
I-95 NB,GP,110P04151,2025-10-06,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,4.079387968879583,19958.122640243502,3.5014250246041234,326.50977792509116,571.2730560578661,18.10777777777778,405.0,False,False,True,3.4111189493696057,0.836184
I-95 NB,GP,110P04151,2025-10-07,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,1.4413355333588251,6591.316236431929,1.1563712695494612,324.3649479659413,410.84507996747084,20.189999999999998,390.0,False,False,True,1.205221711626116,0.836184
I-95 NB,GP,110P04151,2025-10-08,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.4217674576799784,10975.928357913383,1.9256014663005934,319.73403805496827,465.040085515767,20.48,375.0,False,False,True,2.025043199832675,0.836184
I-95 NB,GP,110P04151,2025-10-09,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,3.4059614310010704,15968.666692524152,2.8015204723726583,322.6213553348286,526.9790411948928,20.258888888888887,435.0,False,False,True,2.848010453220199,0.836184
I-95 NB,GP,110P04151,2025-10-10,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04151,2025-10-13,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04151,2025-10-14,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.5631546386939124,10691.662687351254,1.8757302960265358,323.54014598540147,477.3294243070362,18.506666666666668,405.0,False,False,True,2.1432688984016304,0.836184
I-95 NB,GP,110P04151,2025-10-15,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,1.986687181881217,8734.50581190248,1.5323694406846455,325.25391085606475,444.4551417689378,20.19333333333333,420.0,False,False,True,1.6612360344941637,0.836184
I-95 NB,GP,110P04151,2025-10-16,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,3.786393126639922,16729.126072866202,2.9349343987484566,316.6738032028775,543.8573908012728,20.307777777777776,405.0,False,False,True,3.166121350206277,0.836184
I-95 NB,GP,110P04151,2025-10-17,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,3.3548240782738277,16765.269678597248,2.9412753822100433,355.0149031296572,556.3043478260869,23.112222222222226,405.0,False,False,True,2.8052502170673224,0.836184
I-95 NB,GP,110P04151,2025-10-20,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,0.8203943627374675,4552.092788090708,0.7986127698404751,479.69497956800933,528.9186413322574,20.2,510.0,False,False,True,0.6860006398112666,0.836184
I-95 NB,GP,110P04151,2025-10-21,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,1.9117608585086145,7765.8947388420775,1.3624376734810661,323.9516314779271,438.65728298844397,13.514444444444445,405.0,False,False,True,1.5985838417111675,0.836184
I-95 NB,GP,110P04151,2025-10-22,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,4.159109051169662,19313.154413216518,3.3882727040730733,323.28961909673615,572.8361621669159,19.655555555555555,420.0,False,False,True,3.477780442843253,0.836184
I-95 NB,GP,110P04151,2025-10-23,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.7418855319306865,12349.142493110876,2.166516226861557,325.5068462897527,490.0199782055939,21.403333333333332,390.0,False,False,True,2.2927208116319293,0.836184
I-95 NB,GP,110P04151,2025-10-24,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.205747776521987,8580.041718117085,1.5052704768626466,503.4670775001675,635.8119440914867,11.126666666666665,555.0,False,False,True,1.844410998763261,0.836184
I-95 NB,GP,110P04151,2025-10-27,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.2796464860770054,10069.041479728216,1.7664985052154765,323.4334971400951,460.2122863047154,20.645555555555557,405.0,False,False,True,1.9062039173138148,0.836184
I-95 NB,GP,110P04151,2025-10-28,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,3.6503754704431923,16525.375978996573,2.899188768245013,324.13798934641073,543.1605175730023,15.394444444444446,450.0,False,False,True,3.0523855623770704,0.836184
I-95 NB,GP,110P04151,2025-10-29,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,2.9381646764726317,12437.937784519134,2.1820943481612516,336.17012404878557,512.4600046371435,12.403333333333334,435.0,False,False,True,2.456846291831591,0.836184
I-95 NB,GP,110P04151,2025-10-30,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,True,1.9577976938105517,8497.5657511498,1.490801008973649,463.5469184723042,581.0147801009373,18.441111111111113,540.0,False,False,True,1.6370791068012824,0.836184
I-95 NB,GP,110P04151,2025-10-31,662.0,0.836184,3,70.8,50.063160108007565,5700.0,96,0.5,free_flow_speed,35.4,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-01,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,1.9871728438971739,10967.989380746281,1.8279982301243802,376.77035910518055,496.000729739011,32.21888888888889,405.0,False,False,True,2.258517321385645,1.136548
I-95 NB,GP,110+04152,2025-10-02,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-03,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-06,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,1.2158077891124814,6717.714580682234,1.1196190967803723,378.8085054423667,451.7569727891156,30.14333333333333,405.0,False,False,True,1.3818239111002124,1.136548
I-95 NB,GP,110+04152,2025-10-07,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-08,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-09,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.5010066453255386,2763.5077297163607,0.46058462161939345,388.93381911057696,418.9942178301093,33.76222222222223,405.0,False,False,True,0.5694181007314503,1.136548
I-95 NB,GP,110+04152,2025-10-10,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.5682776390796381,2714.5392750624605,0.45242321251041007,413.95071560480153,448.0473739495798,31.544444444444448,435.0,False,False,True,0.6458748141406845,1.136548
I-95 NB,GP,110+04152,2025-10-13,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-14,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-15,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-16,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,2.228150371559002,12278.455318697113,2.046409219782852,368.3949120603015,502.08393435384164,31.362222222222226,420.0,False,False,True,2.5323998484946406,1.136548
I-95 NB,GP,110+04152,2025-10-17,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-20,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,2.2734687020936053,11409.74354068856,1.9016239234480934,378.49649672033394,514.9046188459503,25.373333333333335,420.0,False,False,True,2.5839063064270826,1.136548
I-95 NB,GP,110+04152,2025-10-21,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.5230979413872187,2803.512007812888,0.467252001302148,400.11659582689333,431.50247231012645,33.91777777777778,420.0,False,False,True,0.5945259190877605,1.136548
I-95 NB,GP,110+04152,2025-10-22,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.8756236315724881,5442.764151072196,0.9071273585120326,388.59475088967974,441.13216878402903,31.842222222222222,405.0,False,False,True,0.9951882872164481,1.136548
I-95 NB,GP,110+04152,2025-10-23,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110+04152,2025-10-24,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,1.5183578004663028,7634.415310564222,1.2724025517607036,504.3084511189635,595.4099191469417,25.7,555.0,False,False,True,1.7256865214043753,1.136548
I-95 NB,GP,110+04152,2025-10-27,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.8594560767080054,5459.2908438331415,0.9098818073055236,369.8445170229612,421.41188162544154,31.802222222222223,390.0,False,False,True,0.97681308507033,1.136548
I-95 NB,GP,110+04152,2025-10-28,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,1.8804598649880262,10882.785272547575,1.8137975454245958,357.6868213660245,470.5144132653061,32.02888888888889,405.0,False,False,True,2.137232898632411,1.136548
I-95 NB,GP,110+04152,2025-10-29,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,1.581001992521045,8191.183270764294,1.365197211794049,372.57178728673637,467.43190683799907,13.476666666666665,420.0,False,False,True,1.7968846525958084,1.136548
I-95 NB,GP,110+04152,2025-10-30,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,True,0.7421325021166231,4117.99752054535,0.6863329200908918,478.9716811414392,523.4996312684366,33.40111111111111,495.0,False,False,True,0.8434692110156436,1.136548
I-95 NB,GP,110+04152,2025-10-31,663.0,1.136548,3,69.98949999999999,49.49005006185587,6000.0,96,0.5,free_flow_speed,34.994749999999996,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-01,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,1.926492377300364,12399.755826722576,1.549969478340322,374.4208361891707,490.01037882719254,18.497777777777785,450.0,False,False,True,1.95550342601013,1.015059
I-95 NB,GP,110P04153,2025-10-02,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-03,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-06,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-07,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-08,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,1.2958192173175538,6722.533722179673,0.8403167152724591,427.0887787291573,504.8379317682105,14.191111111111107,465.0,False,False,True,1.3153329589111387,1.015059
I-95 NB,GP,110P04153,2025-10-09,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,0.9377898758706986,6158.432259085183,0.7698040323856479,419.2207398423287,475.48813239457064,19.591111111111115,450.0,False,False,True,0.9519120536114354,1.015059
I-95 NB,GP,110P04153,2025-10-10,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-13,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-14,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,1.794178287102097,10270.638465592097,1.2838298081990123,399.410921412746,507.06161863887183,14.778888888888888,465.0,False,False,True,1.8211968179275675,1.015059
I-95 NB,GP,110P04153,2025-10-15,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-16,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-17,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-20,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,1.0046575502103527,5344.214914837123,0.6680268643546403,392.99068457538993,453.2701375880111,15.186666666666667,420.0,False,False,True,1.0197866882589703,1.015059
I-95 NB,GP,110P04153,2025-10-21,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,True,1.7765405056311419,8045.3313637126175,1.0056664204640773,436.9683173256829,543.5607476635514,9.735555555555555,510.0,False,False,True,1.803293429105441,1.015059
I-95 NB,GP,110P04153,2025-10-22,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-23,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-24,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-27,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
I-95 NB,GP,110P04153,2025-10-28,666.0,1.015059,4,70.6,49.921738751770256,8000.0,96,0.5,free_flow_speed,35.3,0.5,0.7071067811865475,False,0.0,0.0,0.0,,,,,False,False,False,0.0,0.0
